Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2016,10,1,0,0,14.67,10.80,1.27,222.0,0.000,0.00,0.00,380.23,0.00,955.6
2016,10,1,0,1,14.67,10.82,1.43,222.0,0.000,0.00,0.00,379.97,0.00,955.6
2016,10,1,0,2,14.66,10.81,1.01,206.0,0.000,0.00,0.00,379.81,0.00,955.6
2016,10,1,0,3,14.64,10.79,1.57,227.0,0.000,0.00,0.00,379.57,0.00,955.6
2016,10,1,0,4,14.59,10.73,1.28,179.0,0.000,0.00,0.00,379.43,0.00,955.6
2016,10,1,0,5,14.55,10.71,1.45,201.0,0.000,0.00,0.00,379.47,0.00,955.5
2016,10,1,0,6,14.50,10.68,1.61,218.0,0.000,0.00,0.00,379.22,0.00,955.5
2016,10,1,0,7,14.47,10.68,1.11,214.0,0.000,0.00,0.00,379.06,0.00,955.5
2016,10,1,0,8,14.46,10.69,1.39,215.0,0.000,0.00,0.00,378.84,0.00,955.5
2016,10,1,0,9,14.44,10.68,1.32,212.0,0.000,0.00,0.00,378.84,0.00,955.5
2016,10,1,0,10,14.42,10.67,1.39,218.0,0.000,0.00,0.00,378.54,0.00,955.5
2016,10,1,0,11,14.41,10.67,1.18,218.0,0.000,0.00,0.00,378.42,0.00,955.5
2016,10,1,0,12,14.43,10.70,1.37,215.0,0.000,0.00,0.00,378.38,0.00,955.5
2016,10,1,0,13,14.48,10.74,1.49,213.0,0.000,0.00,0.00,378.37,0.00,955.5
2016,10,1,0,14,14.50,10.74,1.80,212.0,0.000,0.00,0.00,378.34,0.00,955.5
2016,10,1,0,15,14.50,10.71,1.59,211.0,0.000,0.00,0.00,378.34,0.00,955.5
2016,10,1,0,16,14.50,10.74,1.62,194.0,0.000,0.00,0.00,378.29,0.00,955.5
2016,10,1,0,17,14.49,10.71,1.29,196.0,0.000,0.00,0.00,378.34,0.00,955.4
2016,10,1,0,18,14.49,10.72,1.05,206.0,0.000,0.00,0.00,377.93,0.00,955.4
2016,10,1,0,19,14.49,10.72,0.86,214.0,0.000,0.00,0.00,377.81,0.00,955.4
2016,10,1,0,20,14.49,10.72,1.13,210.0,0.000,0.00,0.00,377.77,0.00,955.4
2016,10,1,0,21,14.48,10.70,1.06,204.0,0.000,0.00,0.00,377.65,0.00,955.4
2016,10,1,0,22,14.48,10.71,1.03,210.0,0.000,0.00,0.00,377.55,0.00,955.3
2016,10,1,0,23,14.47,10.69,1.48,191.0,0.000,0.00,0.00,377.43,0.00,955.3
2016,10,1,0,24,14.49,10.72,1.50,185.0,0.000,0.00,0.00,377.58,0.00,955.3
2016,10,1,0,25,14.50,10.73,1.32,189.0,0.000,0.00,0.00,377.62,0.00,955.3
2016,10,1,0,26,14.52,10.81,1.38,174.0,0.000,0.00,0.00,377.73,0.00,955.3
2016,10,1,0,27,14.53,10.78,1.32,178.0,0.000,0.00,0.00,377.58,0.00,955.3
2016,10,1,0,28,14.54,10.78,1.27,174.0,0.000,0.00,0.00,377.71,0.00,955.3
2016,10,1,0,29,14.53,10.80,1.71,201.0,0.000,0.00,0.00,377.84,0.00,955.3
2016,10,1,0,30,14.54,10.80,2.11,206.0,0.000,0.00,0.00,378.24,0.00,955.3
2016,10,1,0,31,14.55,10.81,1.66,205.0,0.000,0.00,0.00,378.24,0.00,955.3
2016,10,1,0,32,14.54,10.77,2.36,194.0,0.000,0.00,0.00,378.39,0.00,955.2
2016,10,1,0,33,14.54,10.78,2.03,190.0,0.000,0.00,0.00,378.57,0.00,955.2
2016,10,1,0,34,14.56,10.81,1.94,184.0,0.000,0.00,0.00,378.75,0.00,955.2
2016,10,1,0,35,14.54,10.80,1.77,199.0,0.000,0.00,0.00,378.71,0.00,955.2
2016,10,1,0,36,14.54,10.77,1.86,202.0,0.000,0.00,0.00,378.68,0.00,955.2
2016,10,1,0,37,14.53,10.80,1.83,212.0,0.000,0.00,0.00,378.81,0.00,955.2
2016,10,1,0,38,14.48,10.74,1.77,196.0,0.000,0.00,0.00,378.75,0.00,955.2
2016,10,1,0,39,14.45,10.75,1.90,199.0,0.000,0.00,0.00,378.84,0.00,955.2
2016,10,1,0,40,14.46,10.76,1.85,211.0,0.000,0.00,0.00,378.81,0.00,955.2
2016,10,1,0,41,14.44,10.76,1.83,205.0,0.000,0.00,0.00,378.77,0.00,955.1
