Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2016,1,1,0,0,5.35,5.35,0.64,87,0,0,0,338.2,0,964.4
2016,1,1,0,1,5.35,5.35,0.99,75,0,0,0,338.21,0,964.4
2016,1,1,0,2,5.33,5.33,0.76,30,0,0,0,338.25,0,964.4
2016,1,1,0,3,5.32,5.32,0.56,44,0,0,0,338.46,0,964.4
2016,1,1,0,4,5.33,5.33,0.86,48,0,0,0,338.39,0,964.4
2016,1,1,0,5,5.33,5.33,1.07,48,0,0,0,338.44,0,964.4
2016,1,1,0,6,5.31,5.31,1.17,61,0,0,0,338.63,0,964.4
2016,1,1,0,7,5.3,5.3,1.23,85,0,0,0,338.66,0,964.4
2016,1,1,0,8,5.29,5.29,1.37,74,0,0,0,338.44,0,964.3
2016,1,1,0,9,5.29,5.29,1.17,70,0,0,0,338.4,0,964.3
2016,1,1,0,10,5.31,5.31,1.34,83,0,0,0,338.37,0,964.3
2016,1,1,0,11,5.31,5.31,1.47,82,0,0,0,338.32,0,964.3
2016,1,1,0,12,5.32,5.32,1.34,85,0,0,0,338.26,0,964.3
2016,1,1,0,13,5.32,5.32,1.25,108,0,0,0,338.22,0,964.3
2016,1,1,0,14,5.33,5.33,1.06,93,0,0,0,338.2,0,964.3
2016,1,1,0,15,5.34,5.34,0.99,102,0,0,0,338.19,0,964.3
2016,1,1,0,16,5.36,5.36,0.9,100,0,0,0,338.17,0,964.3
2016,1,1,0,17,5.36,5.36,1.12,84,0,0,0,338.05,0,964.3
2016,1,1,0,18,5.37,5.37,1.18,69,0,0,0,338.03,0,964.3
2016,1,1,0,19,5.38,5.38,1.15,75,0,0,0,338.16,0,964.3
2016,1,1,0,20,5.37,5.37,1.04,86,0,0,0,338.22,0,964.3
2016,1,1,0,21,5.36,5.36,1.17,101,0,0,0,338,0,964.3
2016,1,1,0,22,5.35,5.35,1.13,96,0,0,0,338.1,0,964.3
2016,1,1,0,23,5.34,5.34,1.17,103,0,0,0,337.78,0,964.3
2016,1,1,0,24,5.33,5.33,1,107,0,0,0,337.91,0,964.3
2016,1,1,0,25,5.33,5.33,0.97,108,0,0,0,338.07,0,964.3
2016,1,1,0,26,5.33,5.33,0.92,107,0,0,0,337.9,0,964.3
2016,1,1,0,27,5.34,5.34,0.83,84,0,0,0,337.6,0,964.3
2016,1,1,0,28,5.33,5.33,0.88,64,0,0,0,337.73,0,964.3
2016,1,1,0,29,5.33,5.33,0.64,78,0,0,0,337.89,0,964.3
2016,1,1,0,30,5.32,5.32,0.47,73,0,0,0,337.83,0,964.3
2016,1,1,0,31,5.29,5.29,0.77,79,0,0,0,337.7,0,964.3
2016,1,1,0,32,5.29,5.29,0.53,69,0,0,0,337.67,0,964.3
2016,1,1,0,33,5.28,5.28,0.76,80,0,0,0,337.64,0,964.3
2016,1,1,0,34,5.28,5.28,0.82,67,0,0,0,337.71,0,964.3
2016,1,1,0,35,5.28,5.28,0.73,75,0,0,0,337.88,0,964.3
2016,1,1,0,36,5.29,5.29,0.99,90,0,0,0,337.85,0,964.3
2016,1,1,0,37,5.28,5.28,1.03,91,0,0,0,337.73,0,964.3
2016,1,1,0,38,5.27,5.27,1.13,86,0,0,0,337.85,0,964.2
2016,1,1,0,39,5.28,5.28,1.13,83,0,0,0,337.84,0,964.2
2016,1,1,0,40,5.28,5.28,1.25,95,0,0,0,337.67,0,964.2
2016,1,1,0,41,5.27,5.27,1.38,80,0,0,0,337.65,0,964.2
2016,1,1,0,42,5.27,5.27,1.08,92,0,0,0,337.64,0,964.3
