Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2015,4,1,0,0,5.29,3.42,4.6,255.5,0,0,0,342.4,0,951.4
2015,4,1,0,1,5.29,3.48,5.76,221.6,0,0,0,342.33,0,951.5
2015,4,1,0,2,5.29,3.46,5.89,244.2,0,0,0,342.4,0,951.5
2015,4,1,0,3,5.32,3.5,7.66,245.6,0,0,0,342.47,0,951.5
2015,4,1,0,4,5.35,3.51,6.92,241.4,0,0,0,342.62,0,951.5
2015,4,1,0,5,5.37,3.53,6.36,232.9,0,0,0,342.75,0,951.5
2015,4,1,0,6,5.39,3.53,8.33,234.4,0,0,0,343.08,0,951.5
2015,4,1,0,7,5.41,3.53,6.34,255.5,0,0,0,342.91,0,951.5
2015,4,1,0,8,5.44,3.57,8.42,255.5,0,0,0,343.29,0,951.4
2015,4,1,0,9,5.5,3.56,8.2,256.9,0,0,0,343.38,0,951.4
2015,4,1,0,10,5.54,3.6,5.69,261.2,0,0,0,343.58,0,951.5
2015,4,1,0,11,5.55,3.61,5.3,258.4,0,0,0,343.75,0,951.4
2015,4,1,0,12,5.57,3.6,4.46,238.6,0,0,0,343.78,0,951.5
2015,4,1,0,13,5.59,3.64,5.67,262.6,0,0,0,343.77,0,951.5
2015,4,1,0,14,5.62,3.63,4.18,272.5,0,0,0,343.68,0,951.5
2015,4,1,0,15,5.64,3.66,4.7,241.4,0,0,0,343.69,0,951.6
2015,4,1,0,16,5.66,3.69,6.59,286.6,0,0,0,343.78,0,951.7
2015,4,1,0,17,5.67,3.68,3.4,258.4,0,0,0,343.67,0,951.8
2015,4,1,0,18,5.66,3.79,3.98,313.4,0,0,0,343.85,0,951.8
2015,4,1,0,19,5.66,3.79,5.23,312,0,0,0,343.87,0,951.9
2015,4,1,0,20,5.64,3.77,6.27,338.8,0,0,0,343.75,0,951.9
2015,4,1,0,21,5.47,3.62,7.2,264,0.002,0,0,342.22,0,951.9
2015,4,1,0,22,5.2,3.48,6.3,286.6,0.003,0,0,340.28,0,952
2015,4,1,0,23,4.93,3.37,8.25,255.5,0.004,0,0,337.65,0,952.1
2015,4,1,0,24,4.73,3.29,7.75,295.1,0.005,0,0,336.24,0,952.1
2015,4,1,0,25,4.58,3.24,4.29,312,0.002,0,0,335.7,0,951.8
2015,4,1,0,26,4.44,3.17,5.5,347.3,0.008,0,0,334.07,0,951.8
2015,4,1,0,27,4.31,3.12,7.01,7.1,0.035,0,0,331.63,0,951.8
2015,4,1,0,28,4.17,3.05,6.38,336,0.066,0,0,330.34,0,952.2
2015,4,1,0,29,4,2.93,5.8,266.8,0.179,0,0,328.95,0,952.2
2015,4,1,0,30,3.75,2.74,5.88,255.5,0.272,0,0,324.89,0,952.1
2015,4,1,0,31,3.51,2.53,6.84,299.3,0.468,0,0,324.41,0,951.8
2015,4,1,0,32,3.26,2.34,5.16,199.1,0.11,0,0,324.68,0,951.8
2015,4,1,0,33,3.08,2.2,8.04,248.5,0.028,0,0,324.23,0,951.8
2015,4,1,0,34,2.98,2.16,7.82,280.9,0.002,0,0,324.32,0,952
2015,4,1,0,35,2.9,2.14,7.29,268.2,0,0,0,324.44,0,952.1
2015,4,1,0,36,2.85,2.13,8.27,255.5,0,0,0,324.04,0,952.1
2015,4,1,0,37,2.82,2.17,7.86,254.1,0,0,0,324.11,0,952
2015,4,1,0,38,2.79,2.15,5.31,266.8,0,0,0,323.99,0,952
2015,4,1,0,39,2.8,2.19,6.17,279.5,0.005,0,0,323.92,0,951.9
2015,4,1,0,40,2.82,2.23,4.89,273.9,0.003,0,0,323.61,0,951.9
2015,4,1,0,41,2.82,2.23,4.81,269.6,0.001,0,0,324.02,0,951.8
2015,4,1,0,42,2.84,2.25,6.05,279.5,0.002,0,0,323.71,0,951.8
2015,4,1,0,43,2.85,2.26,5.75,264,0,0,0,323.8,0,951.8
2015,4,1,0,44,2.86,2.27,5.12,289.4,0,0,0,323.78,0,951.8
2015,4,1,0,45,2.88,2.29,5.73,241.4,0,0,0,323.63,0,951.8
2015,4,1,0,46,2.93,2.34,4.42,244.2,0,0,0,323.61,0,951.8
2015,4,1,0,47,2.94,2.36,3.89,324.7,0,0,0,323.7,0,951.7
2015,4,1,0,48,2.94,2.36,3.86,303.5,0,0,0,323.81,0,951.8
2015,4,1,0,49,2.94,2.36,4.57,323.3,0,0,0,323.75,0,951.8
2015,4,1,0,50,2.96,2.38,7.13,309.2,0,0,0,323.74,0,952.3
2015,4,1,0,51,2.99,2.4,6.8,331.8,0.001,0,0,323.96,0,952.6
2015,4,1,0,52,2.98,2.45,6.22,266.8,0.113,0,0,322.44,0,952.5
2015,4,1,0,53,2.9,2.33,5.5,303.5,0.093,0,0,322.21,0,952.6
2015,4,1,0,54,2.73,2.15,7.51,278.1,0.178,0,0,320.7,0,952.7
2015,4,1,0,55,2.44,1.81,9.3,300.7,0.894,0,0,312.19,0,952.6
2015,4,1,0,56,2.09,1.48,8.07,295.1,0.386,0,0,313.33,0,952.6
2015,4,1,0,57,1.84,1.27,10.16,269.6,0.057,0,0,314.79,0,952.5
2015,4,1,0,58,1.72,1.15,8.29,275.3,0.08,0,0,315.33,0,952.6
2015,4,1,0,59,1.65,1.12,6.32,261.2,0.037,0,0,316,0,952.7
2015,4,1,1,0,1.6,1.16,8.35,279.5,0.062,0,0,315.78,0,952.7
2015,4,1,1,1,1.53,1.12,8.61,296.5,0.134,0,0,315.17,0,952.6
2015,4,1,1,2,1.49,1.11,9.75,279.5,0.051,0,0,316.31,0,952.6
2015,4,1,1,3,1.5,1.13,7,307.8,0.003,0,0,317.53,0,952.6
2015,4,1,1,4,1.52,1.2,9.18,273.9,0.002,0,0,318.18,0,952.5
2015,4,1,1,5,1.53,1.24,7.43,262.6,0.006,0,0,318.88,0,952.4
2015,4,1,1,6,1.54,1.25,8.3,293.6,0.021,0,0,319.18,0,952.3
2015,4,1,1,7,1.56,1.27,7.33,264,0.007,0,0,319.43,0,952.3
2015,4,1,1,8,1.58,1.3,5.63,286.6,0.002,0,0,319.7,0,952.2
2015,4,1,1,9,1.6,1.32,6.05,252.7,0,0,0,319.8,0,952.2
2015,4,1,1,10,1.65,1.36,5.09,254.1,0,0,0,320.01,0,952
2015,4,1,1,11,1.68,1.39,4.24,228.7,0,0,0,320.17,0,952.1
2015,4,1,1,12,1.7,1.41,6.22,275.3,0,0,0,320,0,952.1
2015,4,1,1,13,1.72,1.42,5.85,255.5,0,0,0,320.4,0,952.1
2015,4,1,1,14,1.75,1.43,7.5,240,0,0,0,320.57,0,952.1
2015,4,1,1,15,1.8,1.46,5.27,273.9,0,0,0,321.15,0,952.1
2015,4,1,1,16,1.85,1.49,5.12,255.5,0,0,0,321.01,0,952.1
2015,4,1,1,17,1.89,1.53,6.91,266.8,0,0,0,321.39,0,952.2
2015,4,1,1,18,1.94,1.57,5.43,278.1,0,0,0,321.72,0,952.2
2015,4,1,1,19,1.97,1.54,4.11,273.9,0,0,0,321.7,0,952.2
2015,4,1,1,20,1.98,1.55,4.98,280.9,0,0,0,321.72,0,952.3
2015,4,1,1,21,2.01,1.56,6.49,255.5,0,0,0,322.42,0,952.2
2015,4,1,1,22,2.07,1.63,6.96,217.4,0,0,0,322.95,0,952.2
2015,4,1,1,23,2.18,1.72,9.06,249.9,0,0,0,323.86,0,952.2
2015,4,1,1,24,2.29,1.82,6.9,245.6,0,0,0,324.41,0,952.2
2015,4,1,1,25,2.37,1.87,9.03,285.2,0,0,0,325.03,0,952.2
2015,4,1,1,26,2.43,1.88,10.34,249.9,0,0,0,325.83,0,952.3
2015,4,1,1,27,2.49,1.85,7.87,285.2,0,0,0,326.33,0,952.3
2015,4,1,1,28,2.54,1.88,8.57,206.1,0,0,0,326.56,0,952.3
2015,4,1,1,29,2.6,1.9,7.97,266.8,0,0,0,327.19,0,952.4
2015,4,1,1,30,2.63,1.9,7.63,211.8,0,0,0,327.34,0,952.4
2015,4,1,1,31,2.68,1.94,7.28,286.6,0,0,0,327.49,0,952.4
2015,4,1,1,32,2.72,1.98,6.13,266.8,0,0,0,327.63,0,952.4
2015,4,1,1,33,2.73,1.98,3.54,245.6,0,0,0,327.59,0,952.5
2015,4,1,1,34,2.74,2,6.49,268.2,0,0,0,327.82,0,952.5
2015,4,1,1,35,2.75,1.98,5.11,264,0,0,0,327.92,0,952.5
2015,4,1,1,36,2.78,2.01,5.46,256.9,0,0,0,327.77,0,952.6
2015,4,1,1,37,2.81,2.04,8.37,238.6,0,0,0,328.24,0,952.6
2015,4,1,1,38,2.84,2.04,5.11,258.4,0,0,0,328.82,0,952.6
2015,4,1,1,39,2.86,2.07,3.8,269.6,0,0,0,328.82,0,952.6
2015,4,1,1,40,2.86,2.07,4.94,295.1,0,0,0,328.79,0,952.6
2015,4,1,1,41,2.89,2.09,6.31,256.9,0,0,0,329.25,0,952.6
2015,4,1,1,42,2.92,2.11,5.83,268.2,0,0,0,329.41,0,952.6
2015,4,1,1,43,2.94,2.12,4.24,251.3,0,0,0,329.63,0,952.7
