Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2013,8,1,0,1,20.22,15.72,1.98,32.5,0,0,0,413.27,0,961.6
2013,8,1,0,2,20.21,15.72,2.27,105.9,0,0,0,413.27,0,961.6
2013,8,1,0,3,20.2,15.7,1.85,28.2,0,0,0,413.05,0,961.5
2013,8,1,0,4,20.18,15.68,1.93,52.2,0,0,0,413.13,0,961.6
2013,8,1,0,5,20.17,15.68,1.93,29.6,0,0,0,413.01,0,961.5
2013,8,1,0,6,20.16,15.63,1.92,72,0,0,0,413,0,961.5
2013,8,1,0,7,20.14,15.61,1.52,60.7,0,0,0,412.24,0,961.5
2013,8,1,0,8,20.13,15.61,1.63,32.5,0,0,0,412.71,0,961.5
2013,8,1,0,9,20.11,15.59,2.35,70.6,0,0,0,412.85,0,961.5
2013,8,1,0,10,20.1,15.58,1.72,74.8,0,0,0,412.52,0,961.5
2013,8,1,0,11,20.1,15.59,2.29,60.7,0,0,0,412.66,0,961.5
2013,8,1,0,12,20.09,15.6,2.09,76.2,0,0,0,412.57,0,961.5
2013,8,1,0,13,20.08,15.58,1.94,53.6,0,0,0,412.26,0,961.5
2013,8,1,0,14,20.07,15.58,1.63,57.9,0,0,0,411.99,0,961.5
2013,8,1,0,15,20.06,15.57,1.23,86.1,0,0,0,411.83,0,961.5
2013,8,1,0,16,20.04,15.57,1.32,94.6,0,0,0,411.72,0,961.5
2013,8,1,0,17,20.02,15.54,1.44,86.1,0,0,0,411.58,0,961.5
2013,8,1,0,18,20.01,15.52,1.44,63.5,0,0,0,411.22,0,961.5
2013,8,1,0,19,19.99,15.51,1.46,86.1,0,0,0,411.11,0,961.5
2013,8,1,0,20,19.98,15.5,1.57,60.7,0,0,0,410.83,0,961.5
2013,8,1,0,21,19.97,15.49,1.38,31.1,0,0,0,411.05,0,961.5
2013,8,1,0,22,19.96,15.5,2.01,90.4,0,0,0,410.72,0,961.5
2013,8,1,0,23,19.95,15.51,1.84,86.1,0,0,0,410.57,0,961.5
2013,8,1,0,24,19.94,15.51,1.51,83.3,0,0,0,410.3,0,961.5
2013,8,1,0,25,19.93,15.51,1.74,70.6,0,0,0,410.12,0,961.5
2013,8,1,0,26,19.92,15.52,1.66,66.4,0,0,0,410.11,0,961.5
2013,8,1,0,27,19.91,15.52,1.37,40.9,0,0,0,409.81,0,961.5
2013,8,1,0,28,19.89,15.51,1.34,52.2,0,0,0,409.7,0,961.5
2013,8,1,0,29,19.88,15.5,1.59,76.2,0,0,0,409.54,0,961.5
2013,8,1,0,30,19.86,15.49,1.52,70.6,0,0,0,409.26,0,961.4
2013,8,1,0,31,19.85,15.48,1.22,69.2,0,0,0,409.22,0,961.5
2013,8,1,0,32,19.84,15.48,1.52,66.4,0,0,0,409.03,0,961.4
2013,8,1,0,33,19.84,15.47,1.59,74.8,0,0,0,408.83,0,961.4
2013,8,1,0,34,19.83,15.47,1.47,59.3,0,0,0,408.79,0,961.5
