JJJJ MM DD HH MM T2m T30m TF2m TF30m V DIR N GLOB DIFF SON P
2018 12 15 2 26 -2.19 -2.46 -3.11 -2.89 1.60 95.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 27 -2.20 -2.45 -3.11 -2.87 2.10 102.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 28 -2.21 -2.37 -3.11 -2.79 1.68 157.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 29 -2.22 -2.37 -3.10 -2.80 2.05 150.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 30 -2.26 -2.39 -3.15 -2.81 1.15 178.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 31 -2.33 -2.42 -3.22 -2.85 1.29 147.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 32 -2.34 -2.43 -3.22 -2.88 1.84 118.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 33 -2.35 -2.46 -3.23 -2.91 2.13 104.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 34 -2.33 -2.49 -3.20 -2.93 2.49 110.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 35 -2.35 -2.50 -3.21 -2.95 1.93 119.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 36 -2.35 -2.52 -3.21 -2.96 1.82 118.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 37 -2.35 -2.53 -3.23 -2.97 1.77 88.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 38 -2.34 -2.53 -3.22 -2.97 1.85 126.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 39 -2.32 -2.51 -3.18 -2.96 1.26 146.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 2 40 -2.32 -2.45 -3.19 -2.89 0.94 91.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 41 -2.30 -2.46 -3.19 -2.87 1.17 121.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 42 -2.27 -2.42 -3.15 -2.86 0.88 83.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 43 -2.26 -2.39 -3.15 -2.84 1.11 117.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 44 -2.25 -2.39 -3.15 -2.83 2.03 105.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 45 -2.24 -2.35 -3.13 -2.80 1.85 137.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 46 -2.23 -2.35 -3.13 -2.81 2.72 149.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 47 -2.20 -2.36 -3.10 -2.83 2.53 147.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 48 -2.20 -2.39 -3.11 -2.87 2.45 101.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 49 -2.23 -2.35 -3.14 -2.83 1.43 195.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 50 -2.24 -2.35 -3.16 -2.82 1.75 108.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 51 -2.25 -2.36 -3.15 -2.83 1.77 179.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 52 -2.27 -2.36 -3.17 -2.84 1.36 99.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 53 -2.26 -2.38 -3.16 -2.85 1.11 97.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 54 -2.27 -2.33 -3.17 -2.80 1.13 183.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 55 -2.29 -2.36 -3.19 -2.82 1.50 176.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 56 -2.30 -2.38 -3.19 -2.85 2.05 164.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 57 -2.32 -2.39 -3.21 -2.87 1.73 164.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 58 -2.32 -2.40 -3.22 -2.88 1.34 197.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 2 59 -2.32 -2.39 -3.22 -2.87 1.03 118.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 3 0 -2.30 -2.39 -3.19 -2.85 1.97 154.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 3 1 -2.32 -2.37 -3.22 -2.84 1.59 134.0 0.000 0.00 0.00 0.00 961.5
2018 12 15 3 2 -2.31 -2.36 -3.22 -2.83 1.58 121.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 3 -2.29 -2.37 -3.19 -2.84 1.63 92.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 4 -2.27 -2.37 -3.17 -2.85 1.96 121.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 5 -2.27 -2.38 -3.16 -2.85 2.22 134.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 6 -2.27 -2.41 -3.16 -2.88 2.12 96.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 7 -2.25 -2.43 -3.15 -2.90 1.53 128.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 8 -2.24 -2.44 -3.14 -2.90 1.55 78.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 9 -2.24 -2.44 -3.13 -2.88 1.90 118.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 10 -2.25 -2.45 -3.14 -2.89 1.60 103.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 11 -2.26 -2.48 -3.14 -2.92 1.92 105.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 12 -2.25 -2.50 -3.14 -2.94 1.53 95.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 13 -2.23 -2.53 -3.11 -2.97 2.14 98.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 14 -2.22 -2.50 -3.10 -2.94 1.10 109.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 15 -2.22 -2.40 -3.08 -2.82 0.66 112.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 16 -2.22 -2.32 -3.09 -2.67 0.92 82.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 17 -2.23 -2.26 -3.11 -2.63 0.85 140.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 18 -2.22 -2.17 -3.10 -2.53 0.58 25.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 19 -2.21 -2.17 -3.09 -2.59 0.67 17.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 20 -2.22 -2.15 -3.09 -2.59 1.06 101.0 0.000 0.00 0.00 0.00 961.6
2018 12 15 3 21 -2.20 -2.16 -3.07 -2.62 0.99 75.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 22 -2.19 -2.20 -3.05 -2.67 1.47 125.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 23 -2.24 -2.27 -3.11 -2.73 1.48 81.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 24 -2.28 -2.33 -3.16 -2.81 2.20 147.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 25 -2.28 -2.36 -3.15 -2.84 1.95 142.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 26 -2.23 -2.36 -3.10 -2.82 1.30 135.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 27 -2.22 -2.40 -3.07 -2.84 1.75 144.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 28 -2.25 -2.46 -3.12 -2.90 1.60 139.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 29 -2.27 -2.48 -3.13 -2.93 1.31 124.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 30 -2.30 -2.53 -3.16 -2.95 1.75 92.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 31 -2.32 -2.49 -3.17 -2.91 1.20 141.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 32 -2.34 -2.49 -3.19 -2.92 0.93 94.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 33 -2.34 -2.51 -3.18 -2.91 1.22 100.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 34 -2.34 -2.51 -3.18 -2.92 1.02 83.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 35 -2.31 -2.45 -3.15 -2.86 0.99 93.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 36 -2.27 -2.44 -3.12 -2.80 1.78 79.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 37 -2.25 -2.31 -3.10 -2.66 1.21 181.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 38 -2.29 -2.25 -3.14 -2.60 1.28 184.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 39 -2.27 -2.26 -3.13 -2.60 1.29 111.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 40 -2.26 -2.29 -3.11 -2.72 1.36 127.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 41 -2.24 -2.32 -3.09 -2.76 1.75 121.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 42 -2.23 -2.35 -3.07 -2.79 1.76 176.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 43 -2.25 -2.29 -3.11 -2.73 1.65 215.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 44 -2.26 -2.25 -3.10 -2.68 1.12 189.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 45 -2.27 -2.29 -3.11 -2.65 1.10 176.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 46 -2.30 -2.30 -3.14 -2.73 0.80 185.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 47 -2.32 -2.35 -3.17 -2.79 1.30 149.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 48 -2.34 -2.37 -3.19 -2.81 1.32 124.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 49 -2.33 -2.39 -3.18 -2.83 0.94 124.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 50 -2.34 -2.31 -3.18 -2.75 1.33 222.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 51 -2.33 -2.32 -3.16 -2.73 1.10 183.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 52 -2.31 -2.35 -3.14 -2.76 1.44 178.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 53 -2.35 -2.38 -3.20 -2.82 1.64 116.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 54 -2.37 -2.39 -3.23 -2.84 1.30 120.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 55 -2.35 -2.32 -3.18 -2.76 0.94 120.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 56 -2.35 -2.31 -3.19 -2.74 0.96 121.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 57 -2.36 -2.33 -3.21 -2.69 1.56 219.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 3 58 -2.36 -2.34 -3.20 -2.78 1.39 201.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 3 59 -2.30 -2.34 -3.14 -2.79 0.99 194.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 4 0 -2.24 -2.35 -3.09 -2.81 0.80 160.0 0.000 0.00 0.00 0.00 961.7
2018 12 15 4 1 -2.25 -2.36 -3.12 -2.81 0.87 159.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 2 -2.25 -2.36 -3.12 -2.81 0.63 178.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 3 -2.24 -2.34 -3.10 -2.78 0.82 135.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 4 -2.22 -2.32 -3.08 -2.76 1.55 138.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 5 -2.21 -2.33 -3.05 -2.76 1.44 183.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 6 -2.28 -2.36 -3.13 -2.77 2.09 206.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 7 -2.31 -2.38 -3.16 -2.80 1.18 114.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 8 -2.31 -2.38 -3.15 -2.81 1.01 103.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 9 -2.34 -2.40 -3.18 -2.81 0.90 61.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 10 -2.35 -2.42 -3.19 -2.83 1.22 106.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 11 -2.34 -2.40 -3.16 -2.81 1.06 132.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 12 -2.36 -2.43 -3.17 -2.84 1.48 161.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 13 -2.37 -2.47 -3.20 -2.87 0.77 198.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 14 -2.37 -2.46 -3.20 -2.87 0.39 208.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 15 -2.35 -2.47 -3.17 -2.88 0.92 84.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 16 -2.34 -2.50 -3.16 -2.86 0.79 100.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 17 -2.35 -2.48 -3.16 -2.88 0.90 166.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 18 -2.35 -2.50 -3.17 -2.85 1.72 227.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 19 -2.35 -2.49 -3.18 -2.84 1.45 213.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 20 -2.34 -2.45 -3.18 -2.81 1.14 184.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 21 -2.28 -2.44 -3.12 -2.80 0.70 84.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 22 -2.29 -2.37 -3.14 -2.74 0.46 59.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 23 -2.30 -2.31 -3.16 -2.67 0.43 117.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 24 -2.26 -2.32 -3.12 -2.65 1.45 83.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 25 -2.24 -2.24 -3.09 -2.61 0.62 85.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 26 -2.20 -2.25 -3.05 -2.66 1.05 100.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 27 -2.18 -2.28 -3.02 -2.65 1.67 104.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 28 -2.19 -2.32 -3.04 -2.75 1.73 104.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 29 -2.21 -2.35 -3.06 -2.78 1.71 100.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 30 -2.22 -2.39 -3.07 -2.83 1.69 98.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 31 -2.24 -2.40 -3.09 -2.82 1.31 139.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 32 -2.23 -2.39 -3.08 -2.83 1.53 144.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 33 -2.22 -2.37 -3.06 -2.80 1.50 97.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 34 -2.21 -2.36 -3.06 -2.78 1.96 91.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 35 -2.20 -2.36 -3.04 -2.80 1.81 64.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 36 -2.18 -2.32 -3.03 -2.77 1.37 45.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 37 -2.14 -2.29 -3.02 -2.77 0.90 86.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 38 -2.13 -2.27 -2.99 -2.75 0.71 127.0 0.000 0.00 0.00 0.00 961.8
2018 12 15 4 39 -2.10 -2.27 -2.96 -2.76 0.81 150.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 40 -2.13 -2.30 -3.01 -2.78 1.18 133.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 41 -2.16 -2.34 -3.05 -2.82 1.91 85.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 42 -2.17 -2.37 -3.05 -2.84 1.71 104.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 43 -2.17 -2.39 -3.04 -2.88 1.65 100.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 44 -2.16 -2.38 -3.04 -2.86 2.11 90.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 45 -2.13 -2.39 -3.02 -2.86 2.57 77.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 46 -2.11 -2.39 -2.99 -2.85 2.34 86.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 47 -2.13 -2.40 -3.01 -2.85 2.74 89.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 48 -2.14 -2.40 -3.01 -2.83 1.94 87.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 49 -2.15 -2.42 -3.03 -2.86 2.05 99.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 50 -2.18 -2.45 -3.06 -2.88 2.00 107.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 51 -2.17 -2.40 -3.07 -2.87 1.21 92.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 52 -2.19 -2.36 -3.10 -2.86 1.15 74.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 53 -2.18 -2.33 -3.11 -2.80 1.23 51.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 54 -2.19 -2.34 -3.15 -2.82 1.61 78.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 4 55 -2.17 -2.36 -3.13 -2.87 1.65 72.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 4 56 -2.15 -2.36 -3.10 -2.94 2.30 67.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 4 57 -2.13 -2.36 -3.09 -2.94 2.33 84.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 4 58 -2.10 -2.40 -3.05 -2.97 2.29 95.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 4 59 -2.06 -2.42 -3.01 -2.93 2.29 107.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 0 -2.04 -2.41 -2.98 -2.90 2.08 94.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 1 -2.05 -2.40 -2.99 -2.88 2.10 98.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 2 -2.06 -2.42 -3.00 -2.89 2.03 99.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 3 -2.11 -2.42 -3.05 -2.91 1.82 92.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 4 -2.11 -2.42 -3.06 -2.89 1.76 123.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 5 -2.10 -2.42 -3.01 -2.89 1.74 103.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 6 -2.11 -2.42 -3.02 -2.87 1.52 92.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 7 -2.10 -2.42 -3.02 -2.89 1.70 77.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 8 -2.10 -2.41 -3.03 -2.89 1.54 73.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 9 -2.11 -2.40 -3.05 -2.90 1.88 78.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 10 -2.12 -2.40 -3.06 -2.90 2.42 82.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 11 -2.14 -2.41 -3.07 -2.90 2.05 86.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 12 -2.15 -2.42 -3.06 -2.90 1.92 118.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 13 -2.15 -2.42 -3.07 -2.88 1.84 138.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 14 -2.17 -2.37 -3.12 -2.86 1.00 58.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 15 -2.21 -2.36 -3.18 -2.85 1.72 99.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 16 -2.22 -2.32 -3.22 -2.82 1.12 101.0 0.000 0.00 0.00 0.00 961.9
2018 12 15 5 17 -2.17 -2.33 -3.15 -2.85 1.68 106.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 18 -2.15 -2.33 -3.13 -2.90 0.95 109.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 19 -2.15 -2.33 -3.14 -2.93 1.28 97.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 20 -2.14 -2.31 -3.12 -2.90 1.12 99.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 21 -2.11 -2.28 -3.09 -2.87 0.86 25.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 22 -2.10 -2.26 -3.08 -2.84 0.77 41.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 23 -2.08 -2.23 -3.07 -2.81 0.63 23.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 24 -2.09 -2.15 -3.06 -2.74 0.63 47.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 25 -2.08 -2.14 -3.05 -2.65 1.09 23.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 26 -2.06 -2.12 -3.01 -2.70 1.55 54.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 27 -2.03 -2.12 -2.96 -2.65 1.66 64.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 28 -2.03 -2.14 -2.94 -2.72 1.71 52.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 29 -2.00 -2.16 -2.93 -2.69 1.50 64.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 30 -2.00 -2.18 -2.90 -2.70 1.27 80.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 31 -2.02 -2.23 -2.92 -2.74 1.63 84.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 32 -2.01 -2.24 -2.92 -2.75 1.56 86.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 33 -2.02 -2.25 -2.94 -2.75 1.65 85.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 34 -2.02 -2.25 -2.93 -2.74 1.76 101.0 0.000 0.00 0.00 0.00 962.0
2018 12 15 5 35 -1.99 -2.26 -2.91 -2.74 2.50 89.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 36 -1.97 -2.28 -2.88 -2.76 2.78 88.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 37 -1.95 -2.32 -2.87 -2.81 3.26 99.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 38 -1.97 -2.37 -2.90 -2.88 3.30 99.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 39 -2.01 -2.40 -2.96 -2.91 3.01 94.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 40 -2.02 -2.43 -2.96 -2.93 2.05 125.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 41 -2.01 -2.44 -2.95 -2.94 1.77 133.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 42 -2.06 -2.43 -3.02 -2.93 2.21 99.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 43 -2.08 -2.42 -3.03 -2.90 1.58 117.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 44 -2.08 -2.37 -3.02 -2.86 1.66 149.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 45 -2.06 -2.34 -2.98 -2.82 1.60 93.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 46 -2.04 -2.32 -2.99 -2.79 1.95 124.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 47 -2.05 -2.30 -3.01 -2.79 2.20 134.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 48 -2.10 -2.28 -3.07 -2.78 2.38 150.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 49 -2.12 -2.29 -3.09 -2.80 3.07 111.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 50 -2.11 -2.30 -3.08 -2.82 3.09 104.0 0.000 0.00 0.00 0.00 962.1
2018 12 15 5 51 -2.12 -2.31 -3.08 -2.83 2.67 104.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 52 -2.14 -2.32 -3.11 -2.89 2.05 112.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 53 -2.17 -2.31 -3.13 -2.89 1.78 120.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 54 -2.20 -2.32 -3.19 -2.89 1.43 131.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 55 -2.19 -2.36 -3.15 -2.93 1.55 107.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 56 -2.20 -2.39 -3.15 -2.98 2.25 125.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 57 -2.20 -2.43 -3.15 -3.00 1.30 174.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 58 -2.23 -2.44 -3.17 -3.02 0.82 175.0 0.000 0.00 0.00 0.00 962.2
2018 12 15 5 59 -2.27 -2.35 -3.27 -2.95 0.65 116.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 0 -2.28 -2.37 -3.27 -2.94 1.45 94.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 1 -2.28 -2.40 -3.25 -3.00 2.13 107.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 2 -2.23 -2.42 -3.20 -3.02 1.57 83.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 3 -2.23 -2.45 -3.19 -3.04 1.91 67.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 4 -2.23 -2.47 -3.16 -3.03 3.20 83.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 5 -2.21 -2.49 -3.13 -3.00 2.00 96.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 6 -2.24 -2.49 -3.15 -2.99 1.98 76.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 7 -2.23 -2.50 -3.15 -2.98 2.24 90.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 8 -2.20 -2.49 -3.11 -2.96 2.27 99.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 9 -2.19 -2.48 -3.10 -2.95 1.85 99.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 10 -2.19 -2.46 -3.11 -2.94 1.59 88.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 11 -2.17 -2.46 -3.08 -2.92 2.37 100.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 12 -2.17 -2.46 -3.07 -2.92 2.50 90.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 13 -2.14 -2.45 -3.06 -2.91 2.22 83.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 14 -2.11 -2.44 -3.03 -2.92 2.10 75.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 15 -2.06 -2.40 -2.98 -2.88 1.64 85.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 16 -2.05 -2.41 -2.98 -2.88 3.45 86.0 0.000 0.00 0.00 0.00 962.4
2018 12 15 6 17 -2.10 -2.45 -3.07 -2.91 3.67 84.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 18 -2.11 -2.48 -3.17 -3.07 3.26 86.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 19 -2.11 -2.49 -3.17 -3.13 2.61 75.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 20 -2.10 -2.47 -3.18 -3.13 2.49 94.0 0.000 0.00 0.00 0.00 962.3
2018 12 15 6 21 -2.06 -2.43 -3.14 -3.07 2.49 90.0 0.000 0.00 0.00 0.00 962.3
