JJJJ MM DD HH MM T2m T30m TF2m TF30m V DIR N GLOB DIFF SON P
2018 12 10 4 8 2.22 1.96 2.06 1.96 5.41 292.0 0.069 0.00 0.00 0.00 999.9
2018 12 10 4 9 2.15 1.91 2.01 1.91 3.80 286.0 0.057 0.00 0.00 0.00 999.9
2018 12 10 4 10 2.06 1.85 1.93 1.85 5.27 280.0 0.066 0.00 0.00 0.00 999.9
2018 12 10 4 11 2.01 1.79 1.89 1.79 6.40 289.0 0.080 0.00 0.00 0.00 999.9
2018 12 10 4 12 1.95 1.75 1.84 1.75 5.71 288.0 0.133 0.00 0.00 0.00 999.9
2018 12 10 4 13 1.90 1.72 1.80 1.72 3.99 308.0 0.060 0.00 0.00 0.00 999.9
2018 12 10 4 14 1.86 1.67 1.76 1.67 4.77 308.0 0.029 0.00 0.00 0.00 999.9
2018 12 10 4 15 1.81 1.64 1.72 1.64 5.54 310.0 0.053 0.00 0.00 0.00 999.9
2018 12 10 4 16 1.79 1.61 1.70 1.61 4.72 297.0 0.061 0.00 0.00 0.00 999.9
2018 12 10 4 17 1.76 1.58 1.68 1.58 3.79 285.0 0.057 0.00 0.00 0.00 999.9
2018 12 10 4 18 1.72 1.54 1.65 1.54 4.20 288.0 0.132 0.00 0.00 0.00 999.9
2018 12 10 4 19 1.66 1.47 1.60 1.47 4.13 290.0 0.078 0.00 0.00 0.00 999.9
2018 12 10 4 20 1.62 1.41 1.56 1.41 3.85 281.0 0.011 0.00 0.00 0.00 999.9
2018 12 10 4 21 1.55 1.37 1.50 1.37 4.88 279.0 0.026 0.00 0.00 0.00 999.9
2018 12 10 4 22 1.52 1.33 1.47 1.33 5.79 302.0 0.039 0.00 0.00 0.00 999.9
2018 12 10 4 23 1.50 1.31 1.45 1.31 5.15 298.0 0.034 0.00 0.00 0.00 999.9
2018 12 10 4 24 1.51 1.30 1.46 1.30 4.51 293.0 0.025 0.00 0.00 0.00 999.9
2018 12 10 4 25 1.49 1.28 1.45 1.28 4.09 286.0 0.057 0.00 0.00 0.00 999.9
2018 12 10 4 26 1.45 1.26 1.42 1.26 2.96 297.0 0.042 0.00 0.00 0.00 999.9
2018 12 10 4 27 1.41 1.23 1.38 1.23 2.40 278.0 0.047 0.00 0.00 0.00 999.9
2018 12 10 4 28 1.38 1.20 1.35 1.20 3.36 285.0 0.054 0.00 0.00 0.00 999.9
2018 12 10 4 29 1.33 1.16 1.30 1.16 3.75 286.0 0.047 0.00 0.00 0.00 999.9
2018 12 10 4 30 1.29 1.13 1.26 1.13 4.99 287.0 0.033 0.00 0.00 0.00 999.9
2018 12 10 4 31 1.28 1.11 1.25 1.11 3.42 277.0 0.034 0.00 0.00 0.00 999.9
2018 12 10 4 32 1.28 1.08 1.26 1.08 3.68 295.0 0.029 0.00 0.00 0.00 999.9
2018 12 10 4 33 1.30 1.05 1.28 1.05 3.47 285.0 0.048 0.00 0.00 0.00 999.9
2018 12 10 4 34 1.23 1.00 1.21 1.00 4.66 274.0 0.037 0.00 0.00 0.00 999.9
2018 12 10 4 35 1.14 0.93 1.12 0.93 5.42 273.0 0.139 0.00 0.00 0.00 999.9
2018 12 10 4 36 1.10 0.87 1.09 0.87 5.81 294.0 0.033 0.00 0.00 0.00 999.9
2018 12 10 4 37 1.06 0.80 1.04 0.80 4.74 296.0 0.019 0.00 0.00 0.00 999.9
2018 12 10 4 38 1.03 0.72 1.02 0.72 4.13 289.0 0.036 0.00 0.00 0.00 999.9
2018 12 10 4 39 1.01 0.69 1.00 0.69 4.66 290.0 0.018 0.00 0.00 0.00 999.9
2018 12 10 4 40 0.97 0.67 0.96 0.67 5.12 294.0 0.033 0.00 0.00 0.00 999.9
2018 12 10 4 41 0.94 0.65 0.92 0.65 4.23 296.0 0.023 0.00 0.00 0.00 999.9
2018 12 10 4 42 0.91 0.61 0.90 0.61 4.20 289.0 0.028 0.00 0.00 0.00 999.9
2018 12 10 4 43 0.86 0.57 0.86 0.57 3.70 292.0 0.057 0.00 0.00 0.00 999.9
2018 12 10 4 44 0.80 0.55 0.79 0.55 2.70 293.0 0.025 0.00 0.00 0.00 999.9
2018 12 10 4 45 0.77 0.54 0.76 0.54 2.55 284.0 0.054 0.00 0.00 0.00 999.9
2018 12 10 4 46 0.78 0.54 0.77 0.54 3.81 291.0 0.029 0.00 0.00 0.00 999.9
2018 12 10 4 47 0.77 0.53 0.77 0.53 3.47 286.0 0.039 0.00 0.00 0.00 999.9
2018 12 10 4 48 0.73 0.51 0.73 0.51 3.22 286.0 0.020 0.00 0.00 0.00 999.9
2018 12 10 4 49 0.71 0.52 0.71 0.52 4.67 285.0 0.016 0.00 0.00 0.00 999.9
2018 12 10 4 50 0.75 0.52 0.75 0.52 4.71 293.0 0.013 0.00 0.00 0.00 999.9
2018 12 10 4 51 0.77 0.54 0.77 0.54 4.27 307.0 0.013 0.00 0.00 0.00 999.9
2018 12 10 4 52 0.77 0.56 0.77 0.56 3.87 291.0 0.031 0.00 0.00 0.00 999.9
2018 12 10 4 53 0.75 0.56 0.75 0.56 3.01 279.0 0.044 0.00 0.00 0.00 999.9
2018 12 10 4 54 0.76 0.56 0.76 0.56 3.07 295.0 0.036 0.00 0.00 0.00 999.9
2018 12 10 4 55 0.77 0.58 0.77 0.58 2.67 316.0 0.075 0.00 0.00 0.00 999.9
2018 12 10 4 56 0.74 0.57 0.74 0.57 3.58 297.0 0.092 0.00 0.00 0.00 999.9
2018 12 10 4 57 0.70 0.57 0.70 0.57 3.21 295.0 0.028 0.00 0.00 0.00 999.9
2018 12 10 4 58 0.69 0.58 0.69 0.58 2.30 310.0 0.012 0.00 0.00 0.00 999.9
2018 12 10 4 59 0.70 0.59 0.70 0.59 2.74 319.0 0.026 0.00 0.00 0.00 999.9
2018 12 10 5 0 0.71 0.61 0.71 0.61 2.97 314.0 0.021 0.00 0.00 0.00 999.9
2018 12 10 5 1 0.73 0.63 0.73 0.63 3.93 298.0 0.014 0.00 0.00 0.00 999.9
2018 12 10 5 2 0.76 0.62 0.76 0.62 3.90 297.0 0.015 0.00 0.00 0.00 999.9
2018 12 10 5 3 0.78 0.62 0.78 0.62 3.89 297.0 0.006 0.00 0.00 0.00 999.9
2018 12 10 5 4 0.77 0.62 0.77 0.62 4.99 302.0 0.015 0.00 0.00 0.00 999.9
2018 12 10 5 5 0.79 0.63 0.79 0.63 5.29 306.0 0.011 0.00 0.00 0.00 999.9
2018 12 10 5 6 0.78 0.64 0.78 0.64 3.32 313.0 0.004 0.00 0.00 0.00 999.9
2018 12 10 5 7 0.77 0.66 0.77 0.66 3.78 322.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 8 0.78 0.69 0.78 0.69 3.58 319.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 9 0.80 0.72 0.80 0.72 2.72 323.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 10 0.84 0.75 0.84 0.75 3.32 307.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 11 0.85 0.78 0.85 0.78 2.72 321.0 0.003 0.00 0.00 0.00 999.9
2018 12 10 5 12 0.87 0.83 0.87 0.83 3.13 331.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 13 0.89 0.85 0.89 0.85 3.74 327.0 0.005 0.00 0.00 0.00 999.9
2018 12 10 5 14 0.93 0.86 0.93 0.86 3.49 326.0 0.013 0.00 0.00 0.00 999.9
2018 12 10 5 15 0.95 0.95 0.95 0.95 1.64 329.0 0.021 0.00 0.00 0.00 999.9
2018 12 10 5 16 0.98 0.93 0.98 0.93 3.79 329.0 0.016 0.00 0.00 0.00 999.9
2018 12 10 5 17 1.00 0.93 1.00 0.93 2.80 311.0 0.050 0.00 0.00 0.00 999.9
2018 12 10 5 18 1.00 0.90 1.00 0.90 3.07 331.0 0.042 0.00 0.00 0.00 999.9
2018 12 10 5 19 1.00 0.90 1.00 0.90 2.48 328.0 0.048 0.00 0.00 0.00 999.9
2018 12 10 5 20 1.00 0.91 1.00 0.91 1.29 276.0 0.037 0.00 0.00 0.00 999.9
2018 12 10 5 21 1.03 0.97 1.03 0.97 1.40 322.0 0.031 0.00 0.00 0.00 999.9
2018 12 10 5 22 1.06 1.00 1.06 1.00 2.05 290.0 0.004 0.00 0.00 0.00 999.9
2018 12 10 5 23 1.05 1.01 1.05 1.01 1.97 311.0 0.007 0.00 0.00 0.00 999.9
2018 12 10 5 24 1.06 1.02 1.06 1.02 2.54 308.0 0.003 0.00 0.00 0.00 999.9
2018 12 10 5 25 1.09 1.02 1.09 1.02 2.90 319.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 26 1.11 1.04 1.11 1.04 2.96 315.0 0.004 0.00 0.00 0.00 999.9
2018 12 10 5 27 1.15 1.06 1.15 1.06 2.62 305.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 5 28 1.16 1.05 1.16 1.05 3.73 323.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 29 1.18 1.06 1.18 1.06 2.20 305.0 0.009 0.00 0.00 0.00 999.9
2018 12 10 5 30 1.21 1.09 1.21 1.09 1.97 296.0 0.008 0.00 0.00 0.00 999.9
2018 12 10 5 31 1.25 1.08 1.25 1.08 2.80 330.0 0.012 0.00 0.00 0.00 999.9
2018 12 10 5 32 1.23 1.06 1.23 1.06 2.33 321.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 5 33 1.21 1.08 1.21 1.08 1.93 332.0 0.006 0.00 0.00 0.00 999.9
2018 12 10 5 34 1.19 1.05 1.19 1.05 3.04 324.0 0.018 0.00 0.00 0.00 999.9
2018 12 10 5 35 1.20 1.02 1.20 1.02 2.01 327.0 0.019 0.00 0.00 0.00 999.9
2018 12 10 5 36 1.19 1.01 1.19 1.01 2.69 325.0 0.008 0.00 0.00 0.00 999.9
2018 12 10 5 37 1.20 1.01 1.20 1.01 2.73 324.0 0.007 0.00 0.00 0.00 999.9
2018 12 10 5 38 1.19 1.00 1.19 1.00 2.11 337.0 0.029 0.00 0.00 0.00 999.9
2018 12 10 5 39 1.20 1.00 1.20 1.00 2.11 350.0 0.016 0.00 0.00 0.00 999.9
2018 12 10 5 40 1.19 1.05 1.19 1.05 1.23 314.0 0.008 0.00 0.00 0.00 999.9
2018 12 10 5 41 1.18 1.04 1.18 1.04 1.13 281.0 0.009 0.00 0.00 0.00 999.9
2018 12 10 5 42 1.20 1.03 1.20 1.03 1.10 45.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 43 1.22 1.07 1.22 1.07 2.04 321.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 44 1.24 1.09 1.24 1.09 2.70 338.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 45 1.26 1.09 1.26 1.09 2.18 335.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 46 1.30 1.11 1.30 1.11 1.21 351.0 0.006 0.00 0.00 0.00 999.9
2018 12 10 5 47 1.32 1.11 1.32 1.11 1.94 321.0 0.005 0.00 0.00 0.00 999.9
2018 12 10 5 48 1.33 1.10 1.33 1.10 3.03 340.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 49 1.35 1.10 1.35 1.10 3.60 330.0 0.004 0.00 0.00 0.00 999.9
2018 12 10 5 50 1.37 1.10 1.37 1.10 3.20 334.0 0.026 0.00 0.00 0.00 999.9
2018 12 10 5 51 1.35 1.08 1.35 1.08 4.23 325.0 0.003 0.00 0.00 0.00 999.9
2018 12 10 5 52 1.32 1.05 1.32 1.05 3.45 322.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 53 1.30 1.05 1.30 1.05 2.21 325.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 54 1.34 1.07 1.34 1.07 1.29 313.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 55 1.32 1.10 1.32 1.10 1.33 217.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 56 1.33 1.10 1.33 1.10 1.72 296.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 57 1.35 1.12 1.35 1.12 3.27 326.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 58 1.36 1.19 1.36 1.19 5.69 330.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 5 59 1.45 1.21 1.45 1.21 4.01 341.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 0 1.49 1.26 1.49 1.26 2.46 293.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 1 1.50 1.29 1.50 1.29 3.01 299.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 2 1.54 1.32 1.54 1.32 2.88 259.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 6 3 1.58 1.36 1.58 1.36 2.36 306.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 4 1.64 1.42 1.64 1.42 2.79 320.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 5 1.69 1.45 1.69 1.45 4.67 331.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 6 1.73 1.48 1.73 1.48 3.58 323.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 7 1.74 1.49 1.74 1.49 2.63 313.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 8 1.73 1.48 1.73 1.48 1.83 305.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 9 1.72 1.54 1.72 1.54 1.45 263.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 10 1.74 1.53 1.74 1.53 2.98 239.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 11 1.80 1.56 1.79 1.56 3.28 269.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 12 1.88 1.62 1.87 1.62 4.21 297.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 13 1.98 1.70 1.96 1.70 4.98 296.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 14 2.02 1.67 2.00 1.67 4.49 328.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 15 2.01 1.63 1.98 1.63 3.29 317.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 16 1.96 1.59 1.93 1.59 3.28 330.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 17 1.95 1.58 1.91 1.58 2.59 323.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 18 1.93 1.60 1.89 1.60 1.93 296.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 19 1.91 1.63 1.87 1.63 2.02 305.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 20 1.93 1.68 1.89 1.68 3.29 318.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 21 1.93 1.74 1.90 1.74 2.65 306.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 22 1.98 1.75 1.95 1.75 2.92 324.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 23 2.03 1.78 2.01 1.78 2.01 314.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 24 2.07 1.86 2.04 1.86 2.89 302.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 6 25 2.12 1.99 2.10 1.99 4.12 270.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 26 2.25 2.06 2.23 2.06 3.60 296.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 6 27 2.28 2.12 2.26 2.12 4.41 280.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 28 2.41 2.22 2.37 2.22 5.26 295.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 29 2.51 2.31 2.46 2.31 4.20 297.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 6 30 2.56 2.31 2.50 2.31 5.79 329.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 31 2.58 2.33 2.49 2.33 4.59 315.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 32 2.57 2.28 2.46 2.28 2.69 321.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 33 2.56 2.33 2.44 2.33 3.31 274.0 0.008 0.00 0.00 0.00 999.9
2018 12 10 6 34 2.62 2.35 2.50 2.35 5.80 305.0 0.010 0.00 0.00 0.00 999.9
2018 12 10 6 35 2.67 2.40 2.55 2.40 6.42 299.0 0.003 0.00 0.00 0.00 999.9
2018 12 10 6 36 2.72 2.45 2.59 2.45 5.95 286.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 37 2.77 2.49 2.61 2.49 5.95 294.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 38 2.79 2.51 2.61 2.51 4.50 277.0 0.005 0.00 0.00 0.00 999.9
2018 12 10 6 39 2.80 2.53 2.62 2.53 5.09 285.0 0.020 0.00 0.00 0.00 999.9
2018 12 10 6 40 2.80 2.54 2.61 2.54 5.79 259.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 41 2.80 2.53 2.61 2.53 7.71 266.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 42 2.81 2.54 2.62 2.54 5.64 264.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 43 2.82 2.54 2.62 2.54 4.12 277.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 44 2.79 2.53 2.60 2.53 5.02 271.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 45 2.78 2.51 2.60 2.51 5.47 274.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 46 2.77 2.49 2.58 2.49 5.72 265.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 47 2.76 2.48 2.56 2.48 5.12 278.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 48 2.74 2.46 2.54 2.46 6.46 281.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 49 2.75 2.46 2.54 2.46 5.10 279.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 50 2.73 2.44 2.51 2.44 5.64 274.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 51 2.71 2.43 2.49 2.43 4.97 273.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 52 2.70 2.42 2.48 2.42 6.87 268.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 53 2.69 2.43 2.46 2.43 4.28 288.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 54 2.69 2.43 2.48 2.43 4.02 262.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 55 2.70 2.43 2.48 2.43 4.64 271.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 56 2.72 2.43 2.51 2.43 4.28 276.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 57 2.71 2.43 2.50 2.43 5.99 257.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 58 2.72 2.44 2.51 2.44 5.68 273.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 6 59 2.72 2.46 2.50 2.46 4.59 279.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 0 2.74 2.47 2.51 2.47 4.15 267.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 1 2.75 2.47 2.53 2.47 5.43 263.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 2 2.76 2.49 2.52 2.49 6.19 274.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 3 2.78 2.51 2.52 2.51 7.40 258.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 4 2.79 2.53 2.53 2.53 6.95 264.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 5 2.79 2.55 2.53 2.55 6.29 274.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 6 2.79 2.57 2.53 2.57 6.41 263.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 7 2.81 2.59 2.55 2.59 4.60 264.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 8 2.81 2.60 2.55 2.60 6.73 279.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 9 2.83 2.63 2.56 2.63 4.86 263.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 10 2.84 2.65 2.51 2.65 4.72 264.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 11 2.84 2.66 2.56 2.66 5.60 266.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 12 2.86 2.67 2.58 2.67 5.52 268.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 13 2.87 2.68 2.52 2.68 5.50 259.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 14 2.87 2.69 2.53 2.69 5.18 262.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 15 2.89 2.70 2.54 2.70 3.93 276.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 7 16 2.88 2.70 2.53 2.70 5.58 267.0 0.002 0.00 0.00 0.00 999.9
2018 12 10 7 17 2.89 2.71 2.55 2.71 8.47 267.0 0.001 0.00 0.00 0.00 999.9
2018 12 10 7 18 2.90 2.71 2.53 2.71 5.43 266.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 19 2.89 2.70 2.52 2.70 5.86 294.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 20 2.90 2.69 2.56 2.69 8.38 262.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 21 2.92 2.70 2.54 2.70 6.73 263.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 22 2.93 2.70 2.55 2.70 4.91 273.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 23 2.92 2.71 2.56 2.71 5.12 254.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 24 2.93 2.71 2.56 2.71 7.65 265.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 25 2.93 2.73 2.54 2.73 6.00 260.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 26 2.93 2.73 2.55 2.73 6.00 261.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 27 2.93 2.75 2.55 2.75 5.21 268.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 28 2.94 2.75 2.54 2.75 6.50 276.0 0.000 0.00 0.00 0.00 999.9
2018 12 10 7 29 2.96 2.77 2.50 2.77 6.52 262.0 0.000 1.23 1.53 0.00 999.9
2018 12 10 7 30 2.97 2.79 2.50 2.79 7.11 269.0 0.000 1.23 1.72 0.00 999.9
2018 12 10 7 31 2.97 2.80 2.50 2.79 6.24 261.0 0.000 1.09 1.33 0.00 999.9
2018 12 10 7 32 2.97 2.81 2.50 2.80 5.20 265.0 0.000 1.23 1.53 0.00 999.9
2018 12 10 7 33 2.97 2.81 2.51 2.80 4.83 275.0 0.001 1.52 1.72 0.00 999.9
2018 12 10 7 34 2.98 2.82 2.52 2.80 5.99 281.0 0.005 1.81 1.53 0.00 999.9
2018 12 10 7 35 2.98 2.80 2.51 2.78 6.76 272.0 0.006 1.66 1.53 0.00 999.9
2018 12 10 7 36 2.96 2.75 2.49 2.73 6.33 271.0 0.009 1.23 1.14 0.00 999.9
2018 12 10 7 37 2.94 2.69 2.46 2.67 6.22 270.0 0.006 1.95 0.95 0.00 999.9
2018 12 10 7 38 2.90 2.61 2.44 2.61 7.93 265.0 0.005 1.66 0.95 0.00 999.9
2018 12 10 7 39 2.86 2.55 2.41 2.55 6.17 273.0 0.004 1.81 1.14 0.00 999.9
2018 12 10 7 40 2.84 2.51 2.41 2.51 5.03 270.0 0.000 1.52 1.53 0.00 999.9
2018 12 10 7 41 2.81 2.48 2.42 2.48 6.80 276.0 0.000 1.95 1.53 0.00 999.9
2018 12 10 7 42 2.79 2.48 2.43 2.48 7.78 271.0 0.000 2.09 1.72 0.00 999.9
2018 12 10 7 43 2.80 2.50 2.45 2.50 5.50 271.0 0.000 1.81 1.72 0.00 999.9
2018 12 10 7 44 2.80 2.50 2.44 2.50 7.38 277.0 0.000 2.38 1.91 0.00 999.9
2018 12 10 7 45 2.82 2.51 2.47 2.51 5.59 269.0 0.000 2.38 2.10 0.00 999.9
2018 12 10 7 46 2.83 2.52 2.47 2.52 6.07 284.0 0.000 2.38 2.10 0.00 999.9
2018 12 10 7 47 2.82 2.53 2.48 2.53 6.27 287.0 0.000 2.81 2.49 0.00 999.9
2018 12 10 7 48 2.81 2.54 2.46 2.54 6.74 264.0 0.002 3.24 3.06 0.00 999.9
2018 12 10 7 49 2.80 2.53 2.44 2.53 7.90 260.0 0.000 4.39 4.22 0.00 999.9
2018 12 10 7 50 2.79 2.52 2.44 2.52 3.56 275.0 0.000 5.26 5.18 0.00 999.9
2018 12 10 7 51 2.78 2.51 2.42 2.51 5.27 297.0 0.000 6.84 6.72 0.00 999.9
2018 12 10 7 52 2.76 2.50 2.42 2.50 4.57 267.0 0.000 7.41 7.29 0.00 999.9
2018 12 10 7 53 2.76 2.50 2.43 2.50 4.54 291.0 0.000 6.98 6.72 0.00 999.9
2018 12 10 7 54 2.75 2.48 2.42 2.48 6.21 270.0 0.000 6.12 5.95 0.00 999.9
2018 12 10 7 55 2.74 2.47 2.42 2.47 7.32 261.0 0.000 7.27 7.10 0.00 999.9
2018 12 10 7 56 2.72 2.46 2.40 2.46 7.37 275.0 0.002 7.99 7.49 0.00 999.9
2018 12 10 7 57 2.74 2.45 2.43 2.45 5.65 277.0 0.002 7.55 7.49 0.00 999.9
2018 12 10 7 58 2.73 2.43 2.41 2.43 6.53 285.0 0.000 6.26 5.95 0.00 999.9
2018 12 10 7 59 2.71 2.41 2.40 2.41 9.96 295.0 0.000 7.41 6.91 0.00 999.9
2018 12 10 8 0 2.70 2.41 2.38 2.41 9.49 288.0 0.000 8.42 7.87 0.00 999.9
2018 12 10 8 1 2.68 2.40 2.34 2.40 8.23 288.0 0.000 10.14 9.60 0.00 999.9
2018 12 10 8 2 2.67 2.40 2.33 2.40 6.13 282.0 0.000 9.85 9.79 0.00 999.9
2018 12 10 8 3 2.68 2.42 2.35 2.42 5.90 294.0 0.000 10.00 9.60 0.00 999.9
2018 12 10 8 4 2.68 2.43 2.35 2.43 5.34 279.0 0.000 8.42 7.87 0.00 999.9
2018 12 10 8 5 2.68 2.42 2.37 2.42 5.91 293.0 0.000 9.71 9.41 0.00 999.9
2018 12 10 8 6 2.67 2.44 2.36 2.44 7.36 283.0 0.000 10.72 9.99 0.00 999.9
2018 12 10 8 7 2.67 2.44 2.36 2.44 7.04 286.0 0.000 11.15 10.37 0.00 999.9
2018 12 10 8 8 2.67 2.45 2.35 2.45 5.38 290.0 0.000 12.58 11.91 0.00 999.9
2018 12 10 8 9 2.66 2.44 2.36 2.44 6.02 286.0 0.000 15.17 14.60 0.00 999.9
2018 12 10 8 10 2.67 2.44 2.41 2.44 6.36 302.0 0.000 15.89 15.18 0.00 999.9
2018 12 10 8 11 2.66 2.43 2.35 2.43 5.90 301.0 0.000 17.18 16.53 0.00 999.9
2018 12 10 8 12 2.65 2.43 2.40 2.43 5.16 280.0 0.000 18.47 17.68 0.00 999.9
2018 12 10 8 13 2.65 2.43 2.40 2.43 4.60 271.0 0.000 19.05 18.26 0.00 999.9
2018 12 10 8 14 2.64 2.43 2.39 2.43 6.48 281.0 0.000 19.34 18.64 0.00 999.9
2018 12 10 8 15 2.63 2.42 2.39 2.42 7.10 285.0 0.000 20.05 19.60 0.00 999.9
2018 12 10 8 16 2.63 2.43 2.34 2.43 6.17 282.0 0.000 21.06 20.56 0.00 999.9
2018 12 10 8 17 2.64 2.44 2.34 2.44 4.47 285.0 0.000 23.07 23.26 0.00 999.9
2018 12 10 8 18 2.63 2.44 2.32 2.44 7.43 279.0 0.000 26.66 25.95 0.00 999.9
2018 12 10 8 19 2.63 2.44 2.33 2.44 5.59 281.0 0.000 27.24 26.33 0.00 999.9
2018 12 10 8 20 2.64 2.44 2.33 2.44 5.87 273.0 0.000 27.38 26.53 0.00 999.9
