Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2014,12,1,0,1,1.42,1.42,3.48,36.7,0,0,0,317.3,0,947.8
2014,12,1,0,2,1.42,1.42,3.94,55.1,0,0,0,317.26,0,947.8
2014,12,1,0,3,1.43,1.43,2.79,53.6,0,0,0,317.34,0,947.8
2014,12,1,0,4,1.43,1.43,2.91,52.2,0,0,0,317.6,0,947.8
2014,12,1,0,5,1.43,1.43,3.17,70.6,0,0,0,317.61,0,947.8
2014,12,1,0,6,1.43,1.43,3.47,76.2,0,0,0,317.43,0,947.7
2014,12,1,0,7,1.42,1.42,2.84,40.9,0,0,0,317.56,0,947.7
2014,12,1,0,8,1.43,1.43,3.52,66.4,0,0,0,317.56,0,947.7
2014,12,1,0,9,1.44,1.44,3.34,64.9,0,0,0,317.42,0,947.7
2014,12,1,0,10,1.43,1.43,3.49,69.2,0,0,0,317.38,0,947.7
2014,12,1,0,11,1.41,1.41,3.83,93.2,0,0,0,317.34,0,947.7
2014,12,1,0,12,1.41,1.41,2.68,36.7,0,0,0,317.38,0,947.7
2014,12,1,0,13,1.41,1.41,4.15,63.5,0,0,0,317.25,0,947.7
2014,12,1,0,14,1.4,1.4,3.98,64.9,0,0,0,317.37,0,947.7
2014,12,1,0,15,1.39,1.39,3.34,63.5,0,0,0,317.4,0,947.6
2014,12,1,0,16,1.4,1.4,3.1,66.4,0,0,0,317.43,0,947.6
2014,12,1,0,17,1.42,1.42,4.17,70.6,0,0,0,317.55,0,947.6
2014,12,1,0,18,1.42,1.42,3.66,53.6,0,0,0,317.56,0,947.6
2014,12,1,0,19,1.42,1.42,2.72,69.2,0,0,0,317.6,0,947.6
2014,12,1,0,20,1.43,1.43,3.04,64.9,0,0,0,317.77,0,947.6
2014,12,1,0,21,1.44,1.44,3.73,64.9,0,0,0,317.66,0,947.6
2014,12,1,0,22,1.45,1.45,4.24,141.2,0,0,0,317.66,0,947.6
2014,12,1,0,23,1.46,1.46,3.93,88.9,0,0,0,317.82,0,947.6
2014,12,1,0,24,1.47,1.47,3.91,94.6,0,0,0,317.67,0,947.6
2014,12,1,0,25,1.5,1.5,3.93,70.6,0,0,0,317.67,0,947.6
2014,12,1,0,26,1.5,1.5,3.98,60.7,0,0,0,317.76,0,947.5
2014,12,1,0,27,1.5,1.5,3.58,64.9,0,0,0,317.69,0,947.5
2014,12,1,0,28,1.5,1.5,4.19,70.6,0,0,0,317.93,0,947.5
2014,12,1,0,29,1.5,1.5,3.71,46.6,0,0,0,317.8,0,947.5
