Year,Month,Day,Hour,Minute,Windtemp,feuchtTemp,Speed,Direction,Precipitation,GlobalRadiation,diffuseRadiation,Gegenstrahlung,sunshineDuration,airpressure
2013,11,1,0,1,6.34,5.67,1.81,232.9,0,0,0,341.08,0,963.2
2013,11,1,0,2,6.34,5.67,1.72,216,0,0,0,340.97,0,963.2
2013,11,1,0,3,6.34,5.67,1.87,262.6,0,0,0,341.27,0,963.2
2013,11,1,0,4,6.35,5.68,1.88,228.7,0,0,0,341.25,0,963.2
2013,11,1,0,5,6.36,5.7,1.73,231.5,0,0,0,341.29,0,963.2
2013,11,1,0,6,6.36,5.7,2.17,221.6,0,0,0,341.43,0,963.2
2013,11,1,0,7,6.36,5.69,2.31,244.2,0,0,0,341.39,0,963.2
2013,11,1,0,8,6.35,5.68,1.63,251.3,0,0,0,341.3,0,963.2
2013,11,1,0,9,6.35,5.68,2.23,138.4,0,0,0,341.41,0,963.1
2013,11,1,0,10,6.36,5.68,2.45,199.1,0,0,0,341.59,0,963.1
2013,11,1,0,11,6.36,5.68,1.54,199.1,0,0,0,341.71,0,963.1
2013,11,1,0,12,6.35,5.68,2.86,251.3,0,0,0,341.91,0,963.1
2013,11,1,0,13,6.34,5.66,3.2,217.4,0,0,0,341.84,0,963.1
2013,11,1,0,14,6.33,5.64,2.59,166.6,0,0,0,341.92,0,963.1
2013,11,1,0,15,6.32,5.64,2.63,217.4,0,0,0,341.83,0,963.1
2013,11,1,0,16,6.31,5.62,3.12,266.8,0,0,0,341.72,0,963.1
2013,11,1,0,17,6.3,5.61,4.38,255.5,0,0,0,341.56,0,963.1
2013,11,1,0,18,6.28,5.59,4.22,245.6,0,0,0,341.56,0,963.1
2013,11,1,0,19,6.25,5.55,2.77,235.8,0,0,0,341.41,0,963.1
2013,11,1,0,20,6.23,5.53,2.62,262.6,0,0,0,341.19,0,963.1
2013,11,1,0,21,6.21,5.51,3.06,194.8,0,0,0,341.25,0,963.1
2013,11,1,0,22,6.19,5.49,3.59,234.4,0,0,0,341.15,0,963
2013,11,1,0,23,6.17,5.47,2.6,244.2,0,0,0,340.78,0,963
2013,11,1,0,24,6.15,5.45,2.42,204.7,0,0,0,340.76,0,963
2013,11,1,0,25,6.14,5.44,2.53,244.2,0,0,0,340.6,0,963
2013,11,1,0,26,6.13,5.44,2.21,266.8,0,0,0,340.45,0,963
2013,11,1,0,27,6.13,5.44,2.42,247.1,0,0,0,340.55,0,963
2013,11,1,0,28,6.13,5.45,2.18,244.2,0,0,0,340.4,0,963
2013,11,1,0,29,6.14,5.46,2.51,206.1,0,0,0,340.4,0,963
2013,11,1,0,30,6.14,5.47,1.76,172.2,0,0,0,340.37,0,963
2013,11,1,0,31,6.14,5.47,3.06,245.6,0,0,0,340.49,0,963
2013,11,1,0,32,6.14,5.47,2.43,261.2,0,0,0,340.47,0,963
2013,11,1,0,33,6.14,5.47,1.98,217.4,0,0,0,340.73,0,963
2013,11,1,0,34,6.14,5.48,2.15,213.2,0,0,0,340.47,0,962.9
2013,11,1,0,35,6.15,5.48,1.95,255.5,0,0,0,340.5,0,962.9
2013,11,1,0,36,6.15,5.49,1.69,187.8,0,0,0,340.52,0,962.9
2013,11,1,0,37,6.16,5.5,2.48,227.3,0,0,0,340.65,0,962.9
2013,11,1,0,38,6.17,5.51,2.79,183.5,0,0,0,340.88,0,962.9
2013,11,1,0,39,6.17,5.51,3.09,268.2,0,0,0,341.01,0,962.9
2013,11,1,0,40,6.17,5.51,2.42,216,0,0,0,341.16,0,963
2013,11,1,0,41,6.17,5.51,2.49,241.4,0,0,0,341.26,0,963
2013,11,1,0,42,6.18,5.51,2.44,228.7,0,0,0,341.32,0,962.9
2013,11,1,0,43,6.19,5.52,2.3,241.4,0,0,0,341.5,0,962.9
2013,11,1,0,44,6.19,5.53,2.57,225.9,0,0,0,341.22,0,962.9
2013,11,1,0,45,6.2,5.54,2.45,231.5,0,0,0,341.15,0,963
2013,11,1,0,46,6.2,5.54,2.34,221.6,0,0,0,340.87,0,962.9
2013,11,1,0,47,6.19,5.53,1.78,269.6,0,0,0,340.75,0,963
2013,11,1,0,48,6.19,5.53,1.99,190.6,0,0,0,340.75,0,963
2013,11,1,0,49,6.19,5.53,1.68,228.7,0,0,0,340.49,0,963
2013,11,1,0,50,6.2,5.54,1.48,172.2,0,0,0,340.53,0,963
2013,11,1,0,51,6.2,5.55,1.55,211.8,0,0,0,340.32,0,963
2013,11,1,0,52,6.21,5.55,1.51,15.5,0,0,0,340.68,0,963
2013,11,1,0,53,6.21,5.56,2.53,272.5,0,0,0,340.96,0,963
2013,11,1,0,54,6.22,5.57,2.53,234.4,0,0,0,340.99,0,963
2013,11,1,0,55,6.22,5.57,2.35,238.6,0,0,0,340.74,0,963
2013,11,1,0,56,6.21,5.56,2.22,266.8,0,0,0,341.01,0,963
2013,11,1,0,57,6.21,5.56,2.04,272.5,0,0,0,340.9,0,963
2013,11,1,0,58,6.21,5.55,1.54,221.6,0,0,0,340.97,0,963
2013,11,1,0,59,6.21,5.55,2.46,255.5,0,0,0,341.08,0,963
2013,11,1,1,0,6.2,5.55,2.83,249.9,0,0,0,341.06,0,963
2013,11,1,1,1,6.19,5.53,3.46,266.8,0,0,0,340.95,0,963
2013,11,1,1,2,6.19,5.53,3.54,249.9,0,0,0,340.84,0,963
2013,11,1,1,3,6.19,5.53,3.34,255.5,0,0,0,340.95,0,963
2013,11,1,1,4,6.18,5.53,2.57,249.9,0,0,0,341.08,0,963
2013,11,1,1,5,6.17,5.52,2.23,240,0,0,0,341.18,0,963
2013,11,1,1,6,6.18,5.52,1.94,217.4,0,0,0,341.14,0,963
2013,11,1,1,7,6.18,5.53,2.63,221.6,0,0,0,341.08,0,963
2013,11,1,1,8,6.16,5.51,2.72,227.3,0,0,0,341.14,0,963
2013,11,1,1,9,6.15,5.5,2.14,204.7,0,0,0,341.33,0,963
2013,11,1,1,10,6.13,5.48,1.72,235.8,0,0,0,341.2,0,962.9
2013,11,1,1,11,6.13,5.47,1.54,258.4,0,0,0,341.13,0,962.9
2013,11,1,1,12,6.12,5.47,2.31,255.5,0,0,0,341.05,0,963
2013,11,1,1,13,6.12,5.46,2.52,240,0,0,0,340.84,0,963
2013,11,1,1,14,6.11,5.47,2.76,247.1,0,0,0,340.52,0,962.9
2013,11,1,1,15,6.1,5.46,2.16,255.5,0,0,0,340.34,0,962.9
2013,11,1,1,16,6.1,5.45,1.72,262.6,0,0,0,340.06,0,963
2013,11,1,1,17,6.09,5.44,1.55,251.3,0,0,0,340.09,0,962.9
2013,11,1,1,18,6.08,5.44,1.09,221.6,0,0,0,339.95,0,963
2013,11,1,1,19,6.09,5.44,1.45,218.8,0,0,0,339.86,0,963
2013,11,1,1,20,6.09,5.45,1.91,244.2,0,0,0,340,0,963
2013,11,1,1,21,6.09,5.46,1.8,204.7,0,0,0,339.88,0,963
2013,11,1,1,22,6.1,5.47,1.37,228.7,0,0,0,339.91,0,963
2013,11,1,1,23,6.1,5.48,1.74,218.8,0,0,0,340.08,0,963
2013,11,1,1,24,6.11,5.48,1.59,227.3,0,0,0,340.35,0,963
2013,11,1,1,25,6.11,5.48,2.1,227.3,0,0,0,340.4,0,962.9
2013,11,1,1,26,6.1,5.47,2.88,256.9,0,0,0,340.54,0,962.9
2013,11,1,1,27,6.09,5.46,2.82,251.3,0,0,0,340.61,0,963
2013,11,1,1,28,6.08,5.45,2.76,251.3,0,0,0,340.44,0,963
2013,11,1,1,29,6.07,5.44,3.06,240,0,0,0,340.43,0,963
2013,11,1,1,30,6.06,5.43,2.07,264,0,0,0,340.38,0,963
2013,11,1,1,31,6.05,5.42,1.88,244.2,0,0,0,340.2,0,963
